,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,phone,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct,churn
16581,1.17,5.0,5.0,1.25,0.0,100.0,1,0,0.0,1
16582,3.38,4.6,4.5,1.17,0.0,16.7,6,1,54.8,1
16583,12.97,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
16584,4.61,4.8,5.0,1.0,1.0,0.0,2,0,0.0,0
16586,3.69,5.0,5.0,1.0,0.0,0.0,0,1,100.0,0
16587,2.05,5.0,4.7,1.0,0.0,0.0,3,1,100.0,1
16589,2.4,5.0,5.0,1.0,0.0,0.0,2,0,100.0,0
16590,6.42,4.9,3.8,1.0,0.0,0.0,2,1,75.0,1
16591,18.01,5.0,5.0,1.0,0.0,0.0,0,0,0.0,1
16592,5.53,5.0,4.7,1.25,0.0,25.0,1,0,75.0,1
16593,1.8,4.4,5.0,1.0,0.0,0.0,2,1,83.3,0
16595,11.82,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
16596,0.65,4.5,5.0,1.0,0.0,0.0,2,1,100.0,0
16597,4.75,4.7,4.3,1.02,0.0,9.1,4,1,9.1,0
16598,4.32,4.7,4.0,1.17,0.0,16.7,3,0,66.7,0
16599,7.27,4.8,5.0,1.0,0.0,0.0,5,0,20.0,1
16600,3.87,5.0,4.0,1.07,0.0,28.6,2,0,14.3,1
16602,4.87,5.0,5.0,1.0,0.0,0.0,1,1,100.0,0
16604,2.2,4.9,4.3,1.18,1.0,18.2,5,1,68.2,0
16605,2.87,4.5,5.0,1.0,0.0,0.0,0,0,0.0,1
16606,2.59,5.0,5.0,1.0,0.0,0.0,1,0,0.0,1
16607,2.1,4.7,5.0,1.04,0.0,5.4,26,1,84.9,0
16608,2.06,4.7,4.9,1.01,0.0,2.2,11,1,84.1,0
16610,2.63,5.0,5.0,1.06,0.0,25.0,3,0,25.0,1
16611,2.36,4.6,4.9,1.0,0.0,0.0,2,0,59.6,0
16612,21.26,5.0,5.0,1.07,0.0,7.1,3,0,85.7,0
16613,1.89,4.7,5.0,1.01,0.0,4.8,3,0,100.0,0
16614,6.19,4.4,5.0,1.01,0.0,5.6,6,0,38.9,0
16615,2.52,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
16616,2.56,4.7,4.7,1.0,0.0,0.0,0,0,100.0,0
16617,3.29,5.0,4.8,1.16,0.0,14.3,0,1,14.3,0
16618,6.4,4.8,4.2,1.07,0.0,9.8,9,1,51.2,0
16620,2.32,4.8,5.0,1.0,1.0,0.0,2,1,77.5,1
16621,14.09,5.0,4.5,1.15,1.0,20.0,1,1,60.0,1
16622,3.63,4.8,3.5,1.0,0.0,0.0,6,1,82.4,0
16623,7.59,4.6,3.3,1.23,1.0,31.3,6,0,31.3,0
16624,15.39,4.5,4.2,1.25,0.0,33.3,1,1,100.0,1
16627,13.66,4.6,4.4,1.0,1.0,0.0,1,0,37.5,1
16628,2.04,4.5,5.0,1.38,1.0,50.0,0,0,100.0,1
16629,4.44,4.8,4.6,1.03,0.0,6.0,13,1,56.0,0
16631,3.55,4.8,3.5,1.0,0.0,0.0,13,1,74.2,0
16632,2.23,4.5,5.0,1.0,0.0,0.0,2,0,0.0,1
16633,5.35,4.8,4.7,1.15,0.0,25.0,5,0,83.3,0
16634,3.9,4.3,4.8,1.22,0.0,37.5,1,0,25.0,0
16635,4.29,4.3,4.5,1.39,0.0,42.9,0,1,28.6,0
16636,4.86,5.0,5.0,1.0,0.0,0.0,0,1,50.0,0
16637,4.01,5.0,5.0,1.0,1.0,0.0,0,1,0.0,1
16638,2.53,5.0,5.0,1.0,0.0,0.0,2,0,100.0,1
16639,4.13,5.0,5.0,1.0,1.0,0.0,4,1,85.7,0
16640,6.18,5.0,5.0,1.0,0.0,0.0,0,0,0.0,1
16641,1.13,4.4,4.0,1.0,1.0,0.0,5,0,80.0,1
16642,4.6,5.0,5.0,1.0,0.0,0.0,1,1,33.3,1
16643,8.44,4.9,4.4,1.06,1.0,6.3,6,0,43.8,1
16644,2.71,4.8,5.0,1.0,1.0,0.0,3,1,100.0,1
16645,3.68,5.0,4.0,1.0,0.0,0.0,2,1,50.0,0
16646,2.07,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
16647,4.84,5.0,3.0,1.0,1.0,0.0,1,1,0.0,1
16648,4.5,4.8,5.0,1.06,0.0,11.7,6,1,70.1,0
16649,6.12,4.2,5.0,1.21,0.0,14.3,0,0,57.1,0
16650,16.63,5.0,5.0,1.0,1.0,0.0,0,0,50.0,1
16651,2.45,4.8,4.5,1.0,0.0,0.0,3,0,33.3,0
16655,4.09,4.6,4.8,1.0,1.0,0.0,1,0,60.0,0
16656,3.74,4.9,5.0,1.15,0.0,17.2,4,0,51.7,0
16657,5.14,5.0,5.0,1.0,0.0,0.0,1,0,100.0,1
16658,5.89,4.5,3.0,1.0,0.0,0.0,2,1,77.3,0
16659,3.18,5.0,5.0,1.0,0.0,0.0,0,0,66.7,1
16660,4.58,4.3,3.3,1.0,0.0,0.0,1,0,33.3,0
16661,2.25,4.9,5.0,1.16,0.0,21.9,1,1,31.3,0
16662,6.88,4.7,4.0,1.0,1.0,0.0,3,0,66.7,0
16664,5.46,4.9,4.6,1.0,0.0,0.0,9,0,40.0,1
16665,4.78,4.1,3.7,1.54,1.0,42.9,3,0,57.1,1
16667,7.01,5.0,5.0,1.0,0.0,0.0,1,0,50.0,0
16668,2.39,5.0,3.5,1.0,1.0,0.0,5,0,100.0,1
16669,2.28,5.0,5.0,1.0,0.0,0.0,1,1,100.0,1
16670,3.17,5.0,5.0,1.0,1.0,0.0,2,0,75.0,1
16673,1.47,4.0,5.0,1.0,1.0,0.0,1,0,0.0,1
16674,5.59,5.0,5.0,1.0,0.0,0.0,1,1,0.0,1
16675,7.4,5.0,3.0,1.0,0.0,0.0,1,0,0.0,1
16676,7.22,5.0,4.5,1.0,1.0,0.0,1,1,57.1,1
16677,1.87,4.7,5.0,1.21,0.0,28.6,30,1,68.4,0
16678,2.04,5.0,5.0,1.0,0.0,0.0,2,0,100.0,1
16679,2.3,4.6,4.9,1.09,0.0,13.8,4,1,65.5,0
16680,3.94,4.6,2.6,1.0,0.0,0.0,5,0,20.0,1
16681,2.59,4.9,4.9,1.02,0.0,3.6,0,1,71.4,0
16682,1.04,5.0,5.0,1.0,0.0,0.0,1,0,100.0,1
16685,6.03,5.0,5.0,1.0,1.0,0.0,1,1,40.0,0
16686,1.52,5.0,5.0,1.0,0.0,0.0,1,0,100.0,0
16688,1.67,4.7,4.5,1.24,0.0,25.0,11,0,100.0,1
16690,2.32,4.8,3.8,1.38,0.0,28.0,5,1,52.0,0
16691,7.0,5.0,4.9,1.08,0.0,16.7,5,0,25.0,0
16692,8.67,4.8,5.0,1.07,0.0,10.0,2,1,90.0,0
16693,1.45,4.2,4.6,1.01,0.0,0.8,18,0,81.7,0
16695,1.94,4.8,5.0,1.0,0.0,0.0,0,0,25.0,1
16698,0.7,4.7,4.0,1.0,1.0,0.0,3,1,100.0,1
16700,1.23,5.0,5.0,1.0,0.0,0.0,0,1,100.0,1
16701,2.95,5.0,4.0,1.0,0.0,0.0,0,0,0.0,1
16702,7.2,5.0,5.0,1.13,1.0,25.0,1,0,50.0,1
16704,9.23,3.0,5.0,1.0,1.0,0.0,0,0,100.0,1
16706,2.61,4.4,4.6,1.03,1.0,6.7,7,1,56.7,0
16707,1.69,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
16709,6.84,4.5,4.3,1.0,1.0,0.0,1,1,85.7,1
16710,2.79,4.8,4.3,1.02,0.0,2.2,4,1,56.5,0
16711,2.6,4.7,4.0,1.0,1.0,0.0,0,0,100.0,1
16712,5.59,5.0,5.0,1.0,0.0,0.0,3,1,33.3,1
16713,13.71,5.0,5.0,1.0,1.0,0.0,1,1,0.0,1
16715,3.64,4.6,5.0,1.17,0.0,15.3,9,1,62.7,0
16716,2.42,5.0,5.0,1.0,0.0,0.0,7,1,14.3,1
16717,4.98,4.0,5.0,1.0,0.0,0.0,0,0,0.0,1
16719,16.87,5.0,5.0,1.0,0.0,0.0,2,0,0.0,1
16720,3.09,5.0,5.0,1.0,1.0,0.0,0,1,100.0,1
16721,2.41,5.0,5.0,1.0,0.0,0.0,0,0,50.0,1
16722,3.79,5.0,5.0,1.0,0.0,0.0,1,1,100.0,0
16723,2.9,4.8,5.0,1.04,0.0,9.5,3,1,85.7,0
16724,0.97,5.0,4.0,1.0,1.0,0.0,0,0,100.0,1
16725,3.95,5.0,5.0,1.0,0.0,0.0,1,0,0.0,1
16726,3.29,4.0,5.0,1.0,0.0,0.0,0,0,0.0,0
16727,6.25,4.8,4.8,1.0,0.0,0.0,17,1,88.5,0
16728,4.62,5.0,5.0,1.0,0.0,0.0,2,1,66.7,1
16729,9.28,5.0,5.0,1.0,1.0,0.0,1,0,33.3,0
16730,7.81,5.0,5.0,1.08,0.0,33.3,0,0,33.3,1
16731,1.68,5.0,5.0,1.0,0.0,0.0,2,1,33.3,1
16732,1.79,5.0,5.0,1.0,1.0,0.0,2,0,100.0,0
16733,1.88,4.5,4.0,1.0,0.0,0.0,1,0,50.0,1
16734,8.74,5.0,5.0,1.0,0.0,0.0,2,1,0.0,1
16735,5.74,4.6,4.7,1.04,0.0,14.3,1,0,42.9,0
16736,1.29,3.5,5.0,1.0,0.0,0.0,2,0,100.0,1
16737,4.21,4.8,5.0,1.0,0.0,0.0,2,0,100.0,1
16739,7.69,4.2,5.0,1.0,1.0,0.0,1,0,66.7,0
16740,2.61,4.9,4.9,1.01,0.0,2.7,1,0,78.4,0
16741,3.5,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
16742,2.07,5.0,5.0,1.0,1.0,0.0,2,1,100.0,1
16744,4.48,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
16745,6.53,5.0,5.0,1.0,1.0,0.0,2,0,100.0,1
16746,2.88,4.6,4.3,1.29,1.0,17.9,5,1,74.4,1
16747,1.32,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
16748,2.79,5.0,5.0,1.0,1.0,0.0,2,0,100.0,1
16750,4.92,5.0,5.0,1.25,0.0,25.0,1,0,50.0,0
16751,3.78,4.6,4.9,1.11,0.0,17.4,34,1,93.5,1
16752,8.25,4.9,5.0,1.0,1.0,0.0,1,1,45.5,0
16753,1.55,5.0,5.0,1.75,1.0,50.0,2,0,0.0,1
16754,10.56,5.0,4.4,1.0,0.0,0.0,5,1,60.0,1
16755,3.22,4.5,5.0,1.0,1.0,0.0,0,0,100.0,1
16756,2.59,4.6,4.3,1.1,1.0,12.2,26,1,84.7,1
16758,5.42,4.8,4.5,1.0,1.0,0.0,2,0,25.0,1
16759,18.13,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
16760,12.1,5.0,2.0,1.0,0.0,0.0,1,0,100.0,1
16761,9.82,4.8,4.5,1.0,0.0,0.0,2,1,0.0,1
16762,8.74,5.0,4.0,1.0,0.0,0.0,0,0,100.0,0
16763,2.49,4.8,3.0,1.01,0.0,3.5,2,0,47.4,0
16764,4.46,4.9,5.0,1.0,0.0,0.0,0,0,55.6,0
16766,4.52,5.0,5.0,1.0,0.0,0.0,0,0,75.0,1
16767,1.24,5.0,3.0,1.0,0.0,0.0,2,1,0.0,1
16768,16.98,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
16769,2.36,4.7,5.0,1.0,0.0,0.0,0,0,33.3,1
16770,13.95,5.0,5.0,1.0,1.0,0.0,1,1,0.0,1
16771,13.98,5.0,3.0,1.0,0.0,0.0,0,0,50.0,1
16772,1.74,4.7,5.0,1.0,1.0,0.0,2,1,0.0,0
16773,12.25,4.5,5.0,1.0,0.0,0.0,2,0,54.5,0
16774,2.0,4.9,5.0,1.11,0.0,12.1,9,1,54.5,1
16775,2.54,4.8,4.2,1.15,0.0,16.7,2,1,33.3,0
16776,2.99,4.9,4.9,1.13,1.0,13.0,6,1,43.5,0
16777,4.93,5.0,5.0,1.02,1.0,8.3,1,0,91.7,0
16778,10.85,4.9,5.0,1.26,0.0,23.5,3,1,58.8,0
16779,4.08,4.9,4.3,1.08,0.0,14.3,20,1,85.7,0
16780,4.76,5.0,3.3,1.0,0.0,0.0,0,1,100.0,0
16781,10.71,3.7,4.7,1.08,0.0,11.1,5,0,22.2,0
16783,5.74,5.0,4.7,1.0,1.0,0.0,2,1,100.0,1
16784,14.33,5.0,5.0,1.0,1.0,0.0,2,1,75.0,0
16786,1.45,4.7,4.3,1.02,0.0,2.0,8,1,100.0,0
16788,1.19,4.5,5.0,1.75,0.0,50.0,2,0,0.0,1
16792,4.59,5.0,4.0,1.0,0.0,0.0,3,1,33.3,0
16793,4.06,5.0,5.0,1.0,1.0,0.0,2,0,33.3,1
16795,2.7,4.8,4.0,1.0,0.0,0.0,0,1,50.0,1
16796,4.99,4.6,4.2,1.04,0.0,5.3,7,0,78.9,1
16797,2.92,5.0,5.0,1.67,0.0,100.0,0,1,100.0,0
16798,2.76,5.0,5.0,1.14,0.0,14.3,1,0,100.0,1
16799,2.73,4.9,5.0,1.1,0.0,9.5,5,1,76.2,0
16800,10.05,4.6,4.9,1.0,0.0,0.0,2,1,75.0,0
16801,4.64,5.0,5.0,1.0,0.0,0.0,0,1,100.0,0
16803,2.62,4.6,3.7,1.0,1.0,0.0,6,0,73.9,1
16804,4.26,5.0,5.0,1.0,0.0,0.0,1,0,100.0,1
16805,19.69,4.5,5.0,1.0,0.0,0.0,2,1,66.7,1
16806,3.15,5.0,4.6,1.0,0.0,0.0,6,0,66.7,1
16807,5.57,5.0,4.9,1.22,0.0,27.8,3,1,44.4,0
16808,11.85,5.0,5.0,1.0,0.0,0.0,1,0,0.0,1
16809,1.77,5.0,5.0,1.0,0.0,0.0,2,1,100.0,1
16811,0.89,5.0,5.0,1.0,0.0,0.0,1,0,100.0,1
16812,1.91,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
16813,7.45,1.0,4.0,1.0,1.0,0.0,1,0,100.0,1
16814,6.04,4.4,3.7,1.0,1.0,0.0,6,0,64.3,1
16815,13.73,5.0,5.0,1.0,1.0,0.0,1,0,0.0,1
16816,14.03,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
16817,1.68,4.8,4.8,1.12,0.0,16.7,9,0,36.7,0
16818,6.21,4.9,4.8,1.01,0.0,1.8,7,0,53.6,0
16819,13.17,5.0,4.0,1.25,0.0,100.0,0,0,0.0,1
16820,18.14,5.0,5.0,1.25,0.0,100.0,1,0,0.0,1
16821,0.55,5.0,4.0,1.0,1.0,0.0,1,1,0.0,1
16822,10.0,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
16823,2.28,4.8,4.7,1.19,0.0,10.3,2,1,41.4,0
16825,9.72,5.0,5.0,1.0,1.0,0.0,1,0,0.0,1
16826,9.32,5.0,4.0,1.0,0.0,0.0,0,0,33.3,1
16827,4.48,4.3,2.3,1.0,0.0,0.0,2,1,75.0,0
16829,3.58,4.9,4.8,1.07,0.0,13.0,6,0,69.6,0
16830,5.28,4.8,4.3,1.0,1.0,0.0,5,1,50.0,1
16831,10.45,5.0,5.0,1.0,1.0,0.0,2,0,75.0,0
16832,1.5,5.0,4.9,1.04,0.0,8.3,3,1,75.0,0
16833,3.19,5.0,5.0,1.21,0.0,33.3,1,0,66.7,0
16834,4.45,5.0,5.0,1.46,0.0,33.3,2,0,16.7,0
16835,1.62,5.0,4.0,1.0,0.0,0.0,1,1,0.0,1
16837,3.21,4.4,5.0,1.0,1.0,0.0,1,1,30.0,0
16838,3.62,4.6,4.8,1.11,0.0,18.8,0,0,75.0,0
16842,14.0,5.0,4.0,1.0,0.0,0.0,1,0,100.0,1
16843,7.57,5.0,4.5,1.13,1.0,50.0,0,0,100.0,1
16844,2.83,5.0,3.0,1.0,1.0,0.0,2,0,66.7,1
16845,0.73,5.0,3.0,1.0,1.0,0.0,0,0,50.0,1
16846,2.27,5.0,4.5,1.0,1.0,0.0,1,0,50.0,0
16847,1.87,5.0,4.9,1.41,0.0,50.0,0,0,75.0,1
16848,2.88,4.5,4.3,1.33,0.0,44.4,3,0,44.4,0
16849,2.1,4.7,4.1,1.11,0.0,11.5,5,0,42.3,0
16850,4.17,5.0,5.0,1.15,0.0,20.0,2,1,60.0,0
16851,2.29,4.7,4.6,1.0,1.0,0.0,0,1,75.0,0
16852,14.92,5.0,4.0,1.0,0.0,0.0,2,0,100.0,0
16853,18.57,5.0,5.0,1.0,0.0,0.0,1,0,100.0,1
16854,4.96,4.4,4.3,1.0,1.0,0.0,0,0,20.0,1
16855,1.21,4.6,5.0,1.04,0.0,7.1,0,0,71.4,0
16856,6.48,5.0,5.0,1.0,1.0,0.0,2,0,100.0,1
16857,2.61,4.5,4.9,1.0,0.0,0.0,11,0,90.5,1
16859,0.77,5.0,5.0,1.0,0.0,0.0,1,1,100.0,1
16860,3.31,4.9,5.0,1.04,0.0,7.7,1,0,61.5,0
16861,4.19,5.0,5.0,1.0,0.0,0.0,1,1,50.0,1
16863,7.99,5.0,4.5,1.0,0.0,0.0,5,0,75.0,1
16864,2.89,4.6,2.5,1.0,0.0,0.0,1,1,25.0,0
16865,13.47,4.5,4.5,1.0,0.0,0.0,0,1,100.0,1
16866,1.78,5.0,5.0,1.0,1.0,0.0,2,0,50.0,0
16867,12.82,5.0,5.0,1.0,1.0,0.0,0,0,100.0,0
16868,8.15,5.0,5.0,1.0,1.0,0.0,1,0,50.0,1
16869,2.82,4.8,4.0,1.0,0.0,0.0,1,1,25.0,0
16870,1.7,5.0,5.0,1.0,0.0,0.0,1,0,0.0,1
16872,3.33,5.0,4.7,1.0,0.0,0.0,0,0,33.3,0
16873,4.12,4.9,5.0,1.04,0.0,9.5,2,1,76.2,0
16874,3.55,4.7,4.5,1.07,0.0,8.5,0,0,40.4,0
16876,2.9,4.5,4.3,1.0,1.0,0.0,7,1,85.0,0
16877,1.28,4.3,4.3,1.0,0.0,0.0,0,1,66.7,1
16878,1.28,5.0,5.0,1.0,0.0,0.0,2,0,100.0,0
16879,3.09,4.8,5.0,1.01,0.0,2.0,12,0,100.0,0
16880,3.11,5.0,5.0,1.0,0.0,0.0,1,1,100.0,1
16881,5.31,4.7,4.9,1.03,0.0,2.4,9,0,75.6,0
16882,0.99,5.0,4.5,1.0,0.0,0.0,1,0,100.0,0
16883,8.47,5.0,5.0,1.0,0.0,0.0,2,0,40.0,1
16884,4.79,4.7,4.0,1.0,1.0,0.0,3,0,0.0,1
16885,2.6,4.5,4.8,1.02,0.0,3.3,11,0,83.3,0
16886,6.6,5.0,4.0,1.0,0.0,0.0,1,0,0.0,0
16887,1.01,5.0,5.0,1.0,0.0,0.0,0,0,100.0,0
16888,0.55,4.3,3.4,1.0,0.0,0.0,6,0,50.0,1
16889,5.24,5.0,4.0,1.0,0.0,0.0,2,1,100.0,1
16891,5.06,4.0,2.5,1.04,0.0,16.7,1,0,50.0,1
16892,2.99,4.4,4.5,1.0,0.0,0.0,1,1,66.7,0
16893,4.6,4.2,4.6,1.0,0.0,0.0,3,1,0.0,1
16894,14.92,5.0,5.0,1.0,0.0,0.0,3,0,100.0,1
16895,3.47,5.0,4.5,1.0,0.0,0.0,4,0,100.0,1
16896,10.0,3.5,5.0,1.0,0.0,0.0,3,0,33.3,1
16897,7.78,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
16898,6.17,4.7,4.8,1.11,0.0,19.0,3,1,57.1,0
16899,3.34,4.2,4.5,1.22,0.0,11.1,1,0,66.7,0
16900,5.53,4.7,4.0,1.0,1.0,0.0,1,0,100.0,1
16901,5.41,4.8,4.9,1.06,1.0,6.3,11,0,62.5,0
16902,5.27,4.6,4.8,1.0,1.0,0.0,5,0,100.0,1
16903,0.84,4.7,4.6,1.01,0.0,1.9,11,1,79.4,0
16904,2.59,5.0,4.0,1.0,1.0,0.0,2,0,100.0,1
16905,5.17,5.0,5.0,1.0,0.0,0.0,0,0,50.0,0
16906,11.26,5.0,5.0,1.0,0.0,0.0,0,0,0.0,1
16909,15.31,5.0,5.0,1.0,1.0,0.0,0,0,100.0,0
16910,7.28,5.0,4.0,1.0,0.0,0.0,2,0,100.0,1
16911,0.98,5.0,5.0,1.0,0.0,0.0,1,1,50.0,0
16912,7.1,5.0,5.0,1.0,0.0,0.0,3,0,60.0,1
16913,14.2,5.0,5.0,1.0,0.0,0.0,2,1,100.0,0
16914,3.15,4.1,4.7,1.03,0.0,5.3,0,1,26.3,0
16917,2.1,4.8,4.0,1.0,1.0,0.0,7,0,100.0,1
16918,5.44,5.0,5.0,1.0,0.0,0.0,4,1,50.0,0
16919,1.47,4.8,5.0,1.0,1.0,0.0,3,1,60.0,1
16920,1.06,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
16921,3.59,4.7,4.0,1.08,0.0,33.3,1,0,0.0,0
16922,3.17,5.0,5.0,1.0,1.0,0.0,2,0,100.0,1
16923,2.5,5.0,4.0,1.0,1.0,0.0,0,1,33.3,1
16926,2.68,4.8,3.5,1.0,0.0,0.0,3,0,92.9,0
16927,17.9,5.0,3.0,1.25,0.0,100.0,1,0,100.0,1
16928,3.87,4.9,4.0,1.04,0.0,8.6,6,0,62.9,0
16929,4.81,4.0,4.0,1.0,0.0,0.0,1,1,0.0,1
16930,3.04,4.0,5.0,1.0,0.0,0.0,1,1,0.0,1
16931,1.51,4.6,4.9,1.05,0.0,6.8,44,1,76.7,0
16933,3.32,4.9,4.5,1.05,0.0,5.0,4,1,85.0,0
16934,1.09,5.0,5.0,1.0,1.0,0.0,1,1,0.0,1
16935,7.05,5.0,5.0,1.0,0.0,0.0,1,1,100.0,1
16937,4.97,4.6,5.0,1.0,1.0,0.0,5,1,56.3,0
16938,1.92,4.8,3.6,1.02,1.0,6.7,10,0,63.3,0
16940,3.05,5.0,3.0,1.0,0.0,0.0,1,0,100.0,1
16941,4.41,4.7,4.9,1.06,0.0,12.5,7,0,40.6,0
16942,6.23,4.8,3.0,1.0,0.0,0.0,4,1,83.3,0
16943,2.61,4.8,4.6,1.17,1.0,10.5,10,0,68.4,1
16944,2.94,5.0,5.0,1.0,0.0,0.0,0,0,0.0,1
16945,2.06,4.8,4.5,1.0,0.0,0.0,11,1,100.0,1
16947,3.11,5.0,5.0,2.0,0.0,33.3,1,0,66.7,1
16950,5.89,4.7,4.2,1.02,0.0,2.0,3,1,51.0,0
16951,2.7,5.0,5.0,1.0,1.0,0.0,0,1,75.0,1
16952,4.28,4.9,3.9,1.22,0.0,22.7,14,0,68.2,1
16953,3.34,4.7,4.9,1.04,0.0,5.7,11,0,74.5,0
16954,5.55,5.0,5.0,1.0,1.0,0.0,0,0,100.0,1
16955,14.4,4.7,5.0,1.0,0.0,0.0,2,1,66.7,1
16956,1.66,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
16957,4.43,4.2,4.8,1.3,0.0,40.0,0,1,100.0,0
16958,1.69,4.6,3.8,1.06,1.0,12.5,3,0,84.4,0
16959,4.37,5.0,5.0,1.75,1.0,100.0,1,0,0.0,1
16960,3.07,5.0,5.0,1.0,0.0,0.0,2,0,100.0,1
16961,1.88,5.0,4.7,1.0,0.0,0.0,0,1,100.0,0
16962,3.88,4.8,5.0,1.17,0.0,30.8,0,0,38.5,1
16964,9.2,4.9,4.2,1.0,0.0,0.0,2,1,70.0,0
16965,4.66,4.3,4.7,1.25,0.0,33.3,1,1,0.0,1
16967,5.34,4.9,4.4,1.0,1.0,0.0,14,0,100.0,1
16968,1.74,5.0,5.0,1.0,0.0,0.0,2,0,0.0,1
16969,4.25,5.0,4.4,1.02,0.0,10.0,0,1,70.0,1
16970,3.48,4.5,5.0,1.0,1.0,0.0,0,0,100.0,1
16971,2.47,4.9,5.0,1.22,1.0,33.3,3,1,88.9,1
16973,18.94,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
16975,3.85,5.0,4.3,1.0,0.0,0.0,2,1,40.0,1
16976,2.97,4.4,4.3,1.0,0.0,0.0,9,1,50.0,0
16978,4.66,5.0,4.0,1.0,0.0,0.0,0,0,100.0,0
16979,14.92,5.0,4.7,1.0,0.0,0.0,0,1,80.0,0
16980,6.05,4.5,3.8,1.0,0.0,0.0,2,1,37.5,0
16981,4.15,4.8,5.0,1.09,0.0,12.8,33,1,65.4,0
16982,4.48,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
16984,4.71,4.8,4.6,1.05,0.0,4.3,6,0,82.6,0
16985,5.9,4.3,4.6,1.0,0.0,0.0,3,1,86.2,0
16986,2.48,4.5,5.0,1.0,0.0,0.0,4,0,100.0,1
16987,9.73,4.8,4.8,1.0,0.0,0.0,5,0,100.0,1
16988,6.78,5.0,4.8,1.0,0.0,0.0,0,1,85.7,1
16989,4.95,5.0,4.3,1.0,0.0,0.0,0,0,66.7,0
16991,6.06,3.8,3.8,1.0,0.0,0.0,1,0,50.0,1
16993,3.98,5.0,4.0,1.0,0.0,0.0,1,0,50.0,1
16994,4.68,4.8,4.9,1.09,0.0,14.1,14,1,52.2,0
16995,3.79,4.0,2.5,1.0,1.0,0.0,3,1,25.0,1
16996,8.22,4.9,4.9,1.02,0.0,3.8,8,1,65.4,0
16998,3.29,5.0,4.0,1.0,1.0,0.0,1,0,60.0,1
17000,1.41,5.0,3.0,1.38,0.0,50.0,2,0,100.0,1
17001,2.0,5.0,5.0,1.0,0.0,0.0,1,0,0.0,1
17002,2.94,5.0,5.0,1.0,0.0,0.0,0,0,100.0,0
17003,1.66,5.0,5.0,1.0,1.0,0.0,1,1,100.0,1
17004,3.2,4.8,5.0,1.0,1.0,0.7,28,0,89.3,0
17005,2.96,5.0,5.0,1.5,1.0,100.0,1,0,100.0,1
17008,1.77,5.0,5.0,1.0,1.0,0.0,0,1,100.0,1
17009,3.84,4.5,4.5,1.0,1.0,0.0,0,1,0.0,0
17010,25.08,5.0,4.0,1.0,0.0,0.0,0,0,100.0,1
17011,15.68,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
17012,1.05,5.0,5.0,1.0,0.0,0.0,1,0,100.0,1
17014,9.96,5.0,4.8,1.0,1.0,0.0,4,0,100.0,1
17015,7.41,5.0,4.2,1.0,1.0,0.0,4,1,55.6,0
17016,5.08,5.0,4.5,1.0,1.0,0.0,3,1,66.7,1
17017,4.26,4.5,4.0,1.0,0.0,0.0,1,0,50.0,1
17018,5.92,5.0,5.0,1.0,0.0,0.0,3,0,100.0,1
17021,2.39,4.8,4.3,1.06,1.0,8.8,6,0,50.0,0
17022,23.17,5.0,5.0,1.0,1.0,0.0,0,0,100.0,1
17023,13.9,5.0,4.9,1.08,0.0,22.2,1,0,77.8,0
17024,7.46,4.0,5.0,1.0,0.0,0.0,2,0,0.0,0
17026,11.51,4.4,4.5,1.0,0.0,0.0,4,0,55.6,0
17027,4.39,4.8,4.4,1.01,0.0,2.6,2,1,56.4,0
17028,5.91,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
17029,1.73,5.0,4.3,1.25,0.0,33.3,3,0,33.3,1
17031,2.89,3.5,4.0,1.0,1.0,0.0,0,0,50.0,1
17032,5.92,4.5,5.0,1.0,1.0,0.0,0,0,100.0,1
17033,2.48,5.0,5.0,1.0,1.0,0.0,0,0,100.0,1
17035,3.2,4.8,4.8,1.0,1.0,0.0,5,0,75.0,1
17036,5.37,4.9,4.0,1.0,0.0,0.0,2,1,62.5,0
17037,3.66,5.0,4.6,1.36,0.0,42.4,15,0,78.8,1
17038,1.91,4.8,4.4,1.05,0.0,7.3,6,0,78.2,0
17039,3.46,5.0,5.0,1.0,1.0,0.0,2,0,0.0,1
17040,3.13,5.0,4.0,1.0,0.0,0.0,0,0,60.0,0
17041,10.57,4.7,4.3,1.0,0.0,0.0,1,1,72.7,0
